名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
占い師1の2,":name[ドロシー,Actor1]
「なるほどね。つまりそのラブっていうのを集めないといけないけど、
どこをどう探すべきかわからない…と…」
\M[ミカ不満]:name[ミカ,Actor1]
「そうなんです…なので例えば大まかに、
次に何をしたらいいかとかを占ってもらえたら…」
:name[ドロシー,Actor1]
「ええ、問題なくできるわよ。もしも困ったときはいらっしゃい。
ふふ、人助けのためなんて素晴らしい理由だもの
特別に無料で占ってあげるわよ」",,,,,,,,,,,,,,,,,,,,,,
占い師1の3,":bg[dim]:layout[center]
　　　　占い師さんに話しかけると、今後の目的を教えてくれます！",,,,,,,,,,,,,,,,,,,,,,
占い師会話1の1,"\M[ミカ疑問]:name[ミカ,Actor1]「ドロシーさんって、占いの時だけ口調が変わりますよね？
なんだろ…機械的というか…ドロシーさんっぽくないっていうか？」
:name[ドロシー,Actor1]「そうねぇ、普通は漠然とした結果を私が解釈したりして、うまく伝えるんだけど…
ミカちゃんの場合、水晶にまんま文字が映るのよ
だからそれをそのまま読み上げてるだけ」
\M[ミカ引き]:name[ミカ,Actor1]「えぇ…？占いでそんな味気ない答えになることあります…？」
:name[ドロシー,Actor1]「現にあるんだから不思議よねぇ」",,,,,,,,,,,,,,,,,,,,,,
占い師会話1の2,":name[ドロシー,Actor1]「…う～ん」
\M[ミカ疑問]:name[ミカ,Actor1]「どうしたんですか？」
:name[ドロシー,Actor1]「占いの本を失くしちゃってね
ほら、ああいう研究書ってめったに読まないから
必要なときに限って無いのよねぇ」
\M[ミカ]:name[ミカ,Actor1]「へー、そういうものなんだ…
でもそれなら占いで探せばいいんじゃ…」
:name[ドロシー,Actor1]「占いはそんな万能じゃないのよ。
分かるのはざっくりとしたことだけだし、
そもそも当たるかもわからないしね～」
\M[ミカ引き]:name[ミカ,Actor1]「占い師がそれを言っちゃうんだ…」",,,,,,,,,,,,,,,,,,,,,,
占い師会話2の1,"\M[ミカ笑顔]:name[ミカ,Actor1]「ドロシーさんって恋人とかいないんです？結構モテそうな気がするんですけど」
:name[ドロシー,Actor1]「あら？ミカちゃんにしては珍しい質問ね」
:name[ドロシー,Actor1]「私の場合は、なんとなく先のことが読める分、面白みがないのよねぇ」
\M[ミカ引き笑い]:name[ミカ,Actor1]「あはは…浮気とか絶対にできなそう…」
",,,,,,,,,,,,,,,,,,,,,,
占い師会話2の2,":name[ドロシー,Actor1]「最近、異性のことについての占いが多いんだけど…
ミカちゃんなにか知ってる？」
\M[ミカ疑問]:name[ミカ,Actor1]「いやぁ特には…
うーん…どんな占いの相談が多いんですか？」
:name[ドロシー,Actor1]「そうねぇ、好きな人ができた、何度かスキンシップは取ったことがある…」
:name[ドロシー,Actor1]「金髪の超絶美人な女の子だ、相性を教えてくれって」
\M[ミカ引き笑い]:name[ミカ,Actor1]「へ、へ～…そんな子がいるんですね～…ははは」
\M[ミカ恥]:name[ミカ,Actor1]「（ラブ集めで思い切ったことしすぎたかなぁ…
まさか恋愛事に発展してるとは…ううっ…気をつけよう…）」
",,,,,,,,,,,,,,,,,,,,,,
占い師会話3の1,":name[ドロシー,Actor1]「最近女性について占うと、
結構な確率でろくでもない未来が見えるのよねぇ…
だからってそれを正直に伝える訳にもいかなくて…」
\M[ミカ疑問]:name[ミカ,Actor1]「ろくでもないって…
病気とか事故とかそういう…？」
:name[ドロシー,Actor1]「そういうのなら警告の仕様もあるんだけどねぇ
…誰とも知れない相手の子を孕んでたり、娼館で働いてたり…
中には性奴隷になってる娘なんかもいて…」
:name[ドロシー,Actor1]「何が困るって、そういう未来に限ってやたら幸せそうな表情だったりするのよね
タロットなんかでも、破滅と幸福が同時に出ちゃったりするし…」
\M[ミカ引き笑い]:name[ミカ,Actor1]「ち、ちなみに私は…
い、いややっぱり大丈夫ですっ…！」
:name[ドロシー,Actor1]「そ、そうね…占いなんて所詮は占いだもの…
当たらないことだってよくあるし…ねっ？」
\M[ミカ恥]:name[ミカ,Actor1]（私もその娘たちと似たような未来が見えちゃったんだろうなぁ…
なんとなくだけど分かる気がする…ううっ…）",,,,,,,,,,,,,,,,,,,,,,
占い師会話4の1,":name[ドロシー,Actor1]「うーん…最近はどこもかしこも男女がくんずほぐれつで…
はぁ…こうなるとちょっと独り身が寂しくなるわねぇ…」
\M[ミカ発情]:name[ミカ,Actor1]「あ、だったらドロシーさんも一緒に男漁りでも…」
:name[ドロシー,Actor1]「…変わったわねぇミカちゃん…最初はあんなにウブだったのに…
それから男漁りはパスよ。
流石にミカちゃんほど奔放にはなれないもの…」
\M[ミカ不満]:name[ミカ,Actor1]「そ、そうですか…残念…」",,,,,,,,,,,,,,,,,,,,,,
占い師挨拶2,":name[ドロシー,Actor1]「人の家のタンスは調べてる？時々掘り出し物が手に入るわよ
…ってミカちゃんに伝えると吉、って出たのよ。
変な結果ねぇ…さ、気を取り直して…何か占おうかしら？」",,,,,,,,,,,,,,,,,,,,,,
占い師挨拶1,":name[ドロシー,Actor1]「当たるも八卦、当たらぬも八卦…
さ、何を占おうかしら？」",,,,,,,,,,,,,,,,,,,,,,
占い師占ってあげる,":name[占い師,Actor1]
「いらっしゃい。貴方の取るべき行動を示してあげるわね
むむむむむ…えいっ！」
:name[占い師,Actor1]「\v[59]
\v[60]」
:name[占い師,Actor1]
「……と、出たわね」",,,,,,,,,,,,,,,,,,,,,,
占い師回想説明,":name[占い師,Actor1]
「その水晶玉は回想の宝珠って言ってね。
その人の過去の経験を映し出すの。
もしもアナタが過去を振り返りたいのなら、使ってみるのも良いんじゃないかしら？」",,,,,,,,,,,,,,,,,,,,,,
夜酒場バーテン1の1,":name[店主,Actor1]
「酒が回った連中はいつにもましてやりたい放題
止めようにも多勢に無勢じゃ仕方がない
ってことで、夜の酒場はちょっとした無法地帯なのさ」
:name[店主,Actor1]
「あ、もしかしてバイト募集の張り紙を見て来くれた娘？
だったら悪いんだけど昼間に出直してきてくれないかな？
こんな環境で女の子を働かせたら、一晩で滅茶苦茶にされちゃうからさ」
\M[ミカ引き]:name[ミカ,Actor1]
（いくらお酒が入ってるとはいえ、みんなやりたい放題だもんね
う～ん…私は絶対こうはなりたくないなぁ…）",,,,,,,,,,,,,,,,,,,,,,
夜酒場バーテン1の2,":name[店主,Actor1]
「酒が回った連中はいつにもましてやりたい放題
止めようにも多勢に無勢じゃ仕方がない
ってことで、夜の酒場はちょっとした無法地帯なのさ」
:name[店主,Actor1]
「ってことでミカちゃん、もしも働きたいんなら
悪いんだけど昼間に出直してきてくれないかな？
こんな環境で働いてもらったら、一晩で滅茶苦茶にされちゃうからさぁ」
\M[ミカ引き]:name[ミカ,Actor1]
（いくらお酒が入ってるとはいえ、みんなやりたい放題だもんね
う～ん…私は絶対こうはなりたくないなぁ…）",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の1の1,":name[酔っ払い,Actor1]
「あん…？こりゃあ美人の姉ちゃんじゃねえか…！
へへへっ、こんなところに来るなんて犯されても文句言えねえぞ？」
\M[ミカセクハラ胸]\M[ミカちょ触んないで]
\M[ミカ恥怒り]:name[ミカ,Actor1]
「わひゃっ…！？ちょっ…！いきなりどこ触ってっ…！」
:name[酔っ払い,Actor1]
「……いや、むしろ犯してほしいからわざわざ来てるんだろ…
うん…ああ違いない！ぜってえそうだ！
こんな酒場に来る女なんて、チンポ中毒の雌豚だけに決まってんだ！」
\M[ミカ驚き]:name[ミカ,Actor1]
「へっ…！？ちょちょちょっ…！そんな急に大声…うわっ！？」",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の1の2,"\M[ミカイキ顔]\M[ミカやっと終わった]
:name[ミカ,Actor1]
「うぁぁっ…はぁっ…はぁぁ～っ…！ま、まさか急に犯されるなんて…！
ううっ…は、犯人のおっさんは…ど、どっか行っちゃったしぃ…」
:name[男性客,Actor1]
「あーあー可哀想に…この時間はタガの外れた酔っ払いだらけだからなぁ…
こういう目に会いたくないなら近づかない方が懸命だぜ」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「うぐっ…！っていうか…！見てたなら助けてくれたっていいじゃんか！
あんなの明らかに！その…れ、レイプだったでしょ…！」
:name[男性客,Actor1]
「無茶言うなよ。こんな場所で女の子を犯すような奴、
下手に止めに入ったら何をされるか…
お嬢ちゃんも犯された程度で済んで良かったと思っときなよ」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「うぐぐぅっ…！も、もうやだぁっ…！」",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の2の1,":name[酔っ払い,Actor1]
「いやぁ…今日は飲みすぎちまったぜ…
よっこい…うぉっ…ととと…！」
\M[ミカセクハラ胸]\M[ミカちょ触んないで]
\M[ミカ恥]:name[ミカ,Actor1]
「…・・倒れそうだからって、人の胸を支えにするの
フツーに最低なセクハラだと思うんですけど？」
:name[酔っ払い,Actor1]
「うぇっへっへ、まぁまぁそう固いこと言わねえでくれよ
それに嬢ちゃんがいなきゃあすっ転んじまってるし…」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「んっ…♡だ、だからって揉む必要は無いでしょ…っ♡
ぁう゛っ…♡♡ちょっ…♡乳首カリカリすんなぁっ…♡」
:name[酔っ払い,Actor1]
「まぁまぁ…まぁまぁまぁ、もうちょっと、もうちょっとだけ…」",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の2の2,"\M[ミカイキ顔]:name[ミカ,Actor1]
「うぁぁっ…♡はぁっ…♡はぁぁ～っ…♡♡
け、結局そのままなし崩し的に犯されたぁっ…♡♡」
:name[店主,Actor1]
「あんな態度じゃそりゃあ犯されるよ
お尻触られ出したあたりから明らかに発情してたし…」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「ううっ…♡す、好きでアソコ濡らしてたわけじゃないし…！
あ、あれはそう…！ちょっと雰囲気に流されちゃったから…
それだけだから！別に私が淫乱とかじゃないから！」
:name[店主,Actor1]
「あーはいはい、そういう事にしといたげるよ
…くれぐれも妊娠だけは気をつけなよ？」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「よ、余計なお世話ですっ！！」",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の3の1,"\M[ミカセクハラ胸]\M[ミカ恥]:name[酔っ払い,Actor1]
「そんでよぉマスター、ヤッた相手がまさかの従兄弟の嫁さんでなぁ
ひっでぇ修羅場になっちまってそりゃあもう…」
\M[ミカ恥怒り]:name[ミカ,Actor1]
「……ちょっと…！んっ…♡なんで勝手におっぱいを触ってんのっ…！
ぁうっ…♡きょ、許可した覚えなんて無いんだけどっ…！」
:name[酔っ払い,Actor1]
「あん？もみだしてから暫く経つってのになんでぇ今更…
いいじゃねえか！ほーれ！でっけえ乳首をかりかりかりーってか！」
\M[ミカイキ顔2]:name[ミカ,Actor1]
「んお゛ぉ゛～っ…♡♡や、やめっ…♡♡♡乳首触っちゃやだぁっ♡♡
ま、マンコあっという間に濡れてっ♡♡子宮降りてきちゃっ♡♡あぅ゛♡♡
:name[酔っ払い,Actor1]
「マジでチョロいよなぁこの子…
さってと、そろそろ帰るけどその前に…」",,,,,,,,,,,,,,,,,,,,,,
夜酒場客1の3の2,"\M[ミカイキ顔2]:name[ミカ,Actor1]
「お゛っ♡♡♡おヒッ゛♡♡お、おまんこぉっ…♡♡
び、ビクビクとまんにゃっ♡♡あひっ♡♡」
:name[店主,Actor1]
「まーた犯されてるよ…懲りないなぁミカちゃん…
あ、そうそう！さっきのお客さんお金払わないで帰っちゃったからさ
悪いんだけどミカちゃんの財布からその分もらっとくね！」
\M[ミカイキ顔2]:name[ミカ,Actor1]
「はっ…はぇ゛っ…♡♡な、なんれっ…♡♡
そん、そんなっ…♡♡」
:name[店主,Actor1]
「うーん…強いて言うなら犯され代…とか？
ま、いいでしょ別に？どうせミカちゃん、その辺じゅうでヤリまくってて
しこたま稼いでるんだろうしさ」",,,,,,,,,,,,,,,,,,,,,,
